0,1,2,3,4,5,6,7,8,9
0.983926521239954,0.9640971488912354,0.9853836784409257,0.979498861047836,0.9741935483870968,0.9570469798657718,0.9797979797979798,0.9715789473684211,0.9824561403508771,0.9511363636363637
0.9355203619909502,0.6785449146250928,0.9886178861788618,0.8961937716262975,0.943884892086331,0.9381761978361669,0.9149198520345253,0.9042553191489362,0.944794952681388,0.8177083333333334
0.930365296803653,0.5866495507060334,0.9872727272727273,0.8555045871559633,0.9218045112781955,0.9410714285714286,0.896551724137931,0.8900862068965517,0.9202772963604853,0.7614770459081837
0.9348079161816065,0.52378223495702,0.9819639278557114,0.8219653179190751,0.9107981220657277,0.9366053169734151,0.8743781094527363,0.8733624454148472,0.9128856624319419,0.7260406582768635
0.9418742586002372,0.48181338956246705,0.9806451612903225,0.7939464493597206,0.9004815409309791,0.9339407744874715,0.8585858585858586,0.8729281767955801,0.9123809523809524,0.7053231939163498
0.9437125748502994,0.45180425111220957,0.9797752808988764,0.777122641509434,0.8910569105691057,0.9232736572890026,0.852752880921895,0.8679245283018868,0.8944223107569721,0.6827195467422096
0.943030303030303,0.4233441408059287,0.9766899766899767,0.7590361445783133,0.8737704918032787,0.9211267605633803,0.8424479166666666,0.8632286995515696,0.888421052631579,0.6679280983916746
0.9408866995073891,0.3980836236933798,0.9755501222493888,0.7453416149068323,0.8527004909983633,0.9153094462540716,0.8318002628120894,0.8573059360730594,0.8682505399568035,0.6556603773584906
0.94,0.3787815996684625,0.9769820971867008,0.7275031685678074,0.8429752066115702,0.9135338345864662,0.8231382978723404,0.8515535097813579,0.8552338530066815,0.6378986866791745
0.9406565656565656,0.36327503974562797,0.9690721649484536,0.712258064516129,0.8275862068965517,0.9243697478991597,0.8221614227086184,0.8503480278422274,0.8428246013667426,0.6314285714285715
0.9438058748403576,0.34912146676852557,0.9706666666666667,0.6933158584534731,0.8180300500834724,0.9140271493212669,0.8153846153846154,0.8536009445100354,0.8278301886792453,0.623696682464455
0.948051948051948,0.3349212165628435,0.9694444444444444,0.6832214765100671,0.8111298482293423,0.9030612244897959,0.8031837916063675,0.8530465949820788,0.8157894736842105,0.6060320452403393
0.9484808454425363,0.32239858906525576,0.9684813753581661,0.6675862068965517,0.8129251700680272,0.8659217877094972,0.7982326951399117,0.8521634615384616,0.8138957816377171,0.6001899335232669
0.9504021447721179,0.3092016238159675,0.9668674698795181,0.6455696202531646,0.809931506849315,0.8831168831168831,0.7960725075528701,0.8500604594921403,0.8102564102564103,0.5934489402697495
0.9472972972972973,0.2970425739356516,0.9642857142857143,0.6353111432706223,0.8041237113402062,0.8695652173913043,0.7863777089783281,0.8481166464155528,0.8010752688172043,0.5874877810361682
0.9464285714285714,0.2857142857142857,0.9593220338983051,0.624441132637854,0.8034782608695652,0.864406779661017,0.7845911949685535,0.8463444857496902,0.7845303867403315,0.578790882061447
0.9496503496503497,0.27755845733373824,0.9645390070921985,0.6164383561643836,0.7968476357267951,0.883495145631068,0.7742448330683624,0.843236409608091,0.7740112994350282,0.5741293532338309
0.9485714285714286,0.26756440281030447,0.9633699633699634,0.6077519379844961,0.7964285714285714,0.8666666666666667,0.7598039215686274,0.8414948453608248,0.7741935483870968,0.5653495440729484
0.9536231884057971,0.25841108283856373,0.9655172413793104,0.5955414012738853,0.7974683544303798,0.84,0.7516556291390728,0.8386243386243386,0.7577639751552795,0.5585215605749486
0.9577259475218659,0.2508232711306257,0.9642857142857143,0.5930232558139535,0.7871559633027523,0.8461538461538461,0.7394957983193278,0.8340026773761714,0.7451612903225806,0.5524109014675053
0.9573529411764706,0.24237602757889154,0.9626556016597511,0.5859649122807018,0.795880149812734,0.8333333333333334,0.7353951890034365,0.8283378746594006,0.7441860465116279,0.5480043149946062
0.9610194902548725,0.23526383526383526,0.9612068965517241,0.5716845878136201,0.7942857142857143,0.8,0.7317939609236235,0.8293706293706293,0.7344827586206897,0.5442622950819672
0.9645061728395061,0.22895791583166333,0.9585253456221198,0.5617977528089888,0.7902912621359224,0.7391304347826086,0.7107142857142857,0.8226950354609929,0.725,0.5337763012181617
0.9653543307086614,0.2219524040796503,0.9565217391304348,0.5425742574257426,0.7847358121330724,0.7435897435897436,0.7106227106227107,0.8152958152958153,0.7286245353159851,0.5313568985176739
0.9664,0.21689606074988135,0.9545454545454546,0.5286885245901639,0.7833001988071571,0.6585365853658537,0.7039106145251397,0.8075801749271136,0.7193675889328063,0.5216374269005848
0.9704918032786886,0.21157407407407408,0.9523809523809523,0.5136268343815513,0.778,0.6,0.6939163498098859,0.7964601769911505,0.7136929460580913,0.5102533172496985
0.9700499168053245,0.20696674960416195,0.9602272727272727,0.5075921908893709,0.7751004016064257,0.56,0.6990291262135923,0.7839046199701938,0.7025862068965517,0.50375
0.9712837837837838,0.2022993588326332,0.9647058823529412,0.502262443438914,0.7789256198347108,0.5217391304347826,0.6954813359528488,0.7774390243902439,0.6936936936936937,0.5006418485237484
0.9711375212224108,0.19783783783783784,0.9631901840490797,0.48687350835322196,0.783157894736842,0.5294117647058824,0.701010101010101,0.7751937984496124,0.6822429906542056,0.4947229551451187
0.9740932642487047,0.1930379746835443,0.9551282051282052,0.47474747474747475,0.788546255506608,0.46153846153846156,0.6962809917355371,0.7671875,0.6731707317073171,0.48021828103683495
0.9753954305799648,0.1888934764657308,0.9513888888888888,0.46965699208443273,0.7923250564334086,0.45454545454545453,0.6916666666666667,0.75748031496063,0.6683673469387755,0.47639484978540775
0.9750889679715302,0.18503538928210314,0.9473684210526315,0.45706371191135736,0.7835990888382688,0.5,0.6948051948051948,0.7488,0.6631578947368421,0.475482912332838
0.9765765765765766,0.1806872037914692,0.9465648854961832,0.45,0.789598108747045,0.4444444444444444,0.6940133037694013,0.7246376811594203,0.6741573033707865,0.46496815286624205
0.9762340036563071,0.17664092664092665,0.95,0.43788819875776397,0.7941176470588235,0.4444444444444444,0.6842105263157895,0.7107843137254902,0.6764705882352942,0.4638655462184874
0.9795539033457249,0.17309145880574453,0.9568965517241379,0.434640522875817,0.7889447236180904,0.375,0.6801909307875895,0.6907894736842105,0.675,0.45225225225225224
0.9788867562380038,0.16925351071692535,0.9636363636363636,0.41924398625429554,0.7889182058047494,0.2222222222222222,0.6766169154228856,0.6661129568106312,0.6730769230769231,0.4517374517374517
0.9823182711198428,0.16546242774566475,0.96,0.41155234657039713,0.782967032967033,0.2857142857142857,0.6735218508997429,0.6480541455160744,0.6620689655172414,0.44190871369294604
0.9799599198396793,0.16192328089093158,0.9534883720930233,0.4085603112840467,0.792507204610951,0.5,0.6824146981627297,0.634315424610052,0.6616541353383458,0.42919389978213507
0.9817073170731707,0.15842269111034243,0.948051948051948,0.4085106382978723,0.7764350453172205,0.5,0.6895604395604396,0.6167557932263814,0.6535433070866141,0.4098360655737705
0.9855072463768116,0.15538592027141646,0.9436619718309859,0.4036697247706422,0.7697160883280757,0.0,0.6871508379888268,0.6032608695652174,0.6695652173913044,0.40102827763496146
0.9852320675105485,0.15281948615281948,0.9682539682539683,0.39622641509433965,0.7647058823529411,0.0,0.6867816091954023,0.5844155844155844,0.6635514018691588,0.37464788732394366
0.9849137931034483,0.1497710922171354,0.9636363636363636,0.3689839572192513,0.7700348432055749,0.0,0.6943620178041543,0.5714285714285714,0.6391752577319587,0.3591331269349845
0.9846153846153847,0.14674783723165652,0.9615384615384616,0.3563218390804598,0.7798507462686567,0.0,0.7034700315457413,0.5505836575875487,0.6263736263736264,0.33098591549295775
