0,1,2,3,4,5,6,7,8,9,alpha,k
0.9798578199052133,0.9756871035940803,0.9797377830750894,0.9529276693455798,0.96375,0.9696169088507266,0.9735327963176065,0.9673790776152981,0.967654986522911,0.9430604982206405,0.0,1.0
0.9706227967097533,0.9555325749741469,0.9854191980558931,0.96878612716763,0.9810844892812106,0.9545454545454546,0.971395881006865,0.9596412556053812,0.9834710743801653,0.9511323003575686,0.0,5.0
0.9740871613663133,0.9390862944162437,0.9842041312272175,0.9642445213379469,0.9835858585858586,0.9646133682830931,0.9691780821917808,0.9531772575250836,0.9846368715083799,0.9555288461538461,0.0,10.0
0.9682352941176471,0.9149357072205737,0.986284289276808,0.9605568445475638,0.9806701030927835,0.9544863459037711,0.9680729760547321,0.9441964285714286,0.9815340909090909,0.9261430246189918,0.0,25.0
0.9624413145539906,0.8868648130393096,0.9834183673469388,0.9479166666666666,0.9777486910994765,0.9478487614080835,0.962457337883959,0.9340044742729307,0.9711815561959655,0.9080325960419092,0.0,50.0
0.9567757009345794,0.8701787394167451,0.9831824062095731,0.9325714285714286,0.9772727272727273,0.9506666666666667,0.956964892412231,0.9304152637485971,0.9693877551020408,0.8902857142857142,0.0,75.0
0.9545454545454546,0.8528058877644894,0.9855263157894737,0.9272517321016166,0.9695767195767195,0.9478609625668449,0.95152198421646,0.9280089988751407,0.9646017699115044,0.8886337543053962,0.0,100.0
0.9483568075117371,0.8034632034632034,0.9862258953168044,0.9102416570771001,0.9607577807848444,0.9406077348066298,0.9318435754189944,0.919683257918552,0.9544764795144158,0.8561872909698997,0.0,200.0
0.9396449704142011,0.6972201352366642,0.9862385321100917,0.8859138533178114,0.9482758620689655,0.9254385964912281,0.9119286510590858,0.9070034443168772,0.9442675159235668,0.7989304812834225,0.0,500.0
0.929510155316607,0.6093237032173342,0.9828767123287672,0.8539719626168224,0.9242424242424242,0.9306930693069307,0.8936651583710408,0.8796821793416572,0.9328859060402684,0.7451181911613566,0.0,1000.0
0.9290085679314566,0.5046120455778622,0.9821073558648111,0.7865429234338747,0.8803149606299212,0.9142857142857143,0.8697183098591549,0.8533791523482245,0.8996350364963503,0.6877470355731226,0.0,2000.0
0.9313984168865436,0.35793925413302574,0.9792207792207792,0.671484888304862,0.8192771084337349,0.9111111111111111,0.8256880733944955,0.8393719806763285,0.8227272727272728,0.5954631379962193,0.0,5000.0
0.9417040358744395,0.24979876576334853,0.9838056680161943,0.5596330275229358,0.7757936507936508,0.7368421052631579,0.7803660565723793,0.7955439056356488,0.7198697068403909,0.5102040816326531,0.0,10000.0
0.9690265486725663,0.15632879475542108,0.9726027397260274,0.38990825688073394,0.7053571428571429,0.5,0.7357859531772575,0.5628058727569332,0.66,0.33191489361702126,0.0,20000.0
