0,1,2,3,4,5,6,7,8,9,alpha,k
0.9862850327966606,0.9834842834310069,0.9716312056737588,0.9534750143595634,0.9625468164794008,0.961992136304063,0.9808695652173912,0.970107163000564,0.9472295514511874,0.9515260323159784,0.0,1.0
0.9809976247030879,0.9736564805057956,0.967780429594272,0.9659942363112392,0.9755485893416928,0.9551656920077972,0.9815028901734104,0.9639639639639639,0.9520000000000001,0.9574085182963407,0.0,5.0
0.9833531510107014,0.965553235908142,0.9665871121718378,0.9625791594703511,0.9774153074027603,0.9608355091383812,0.9803695150115473,0.9601347557551937,0.9463087248322147,0.9578313253012047,0.0,10.0
0.978015448603684,0.952626158599382,0.9558912386706949,0.9561200923787528,0.9645120405576678,0.9544863459037711,0.979803808424697,0.9505617977528091,0.9350473612990527,0.9399167162403332,0.0,25.0
0.973293768545994,0.9371833839918945,0.9419670128283445,0.9446366782006921,0.9540229885057472,0.9466145833333334,0.9752161383285302,0.9392575928008998,0.9182561307901907,0.924718435091879,0.0,50.0
0.9698046181172292,0.9277833500501504,0.9348093480934808,0.9352435530085961,0.943225806451613,0.9387755102040817,0.9718228867165039,0.9340845070422535,0.9109589041095891,0.9148561362301821,0.0,75.0
0.9686575990538142,0.9187314172447969,0.9287042777433354,0.9251152073732718,0.9409499358151476,0.934739617666447,0.9684452094090649,0.9306260575296108,0.9008264462809916,0.9111241907004122,0.0,100.0
0.9590504451038577,0.8897411313518695,0.9069031032298922,0.909718228867165,0.9214795587280986,0.9122572002679169,0.952598515134209,0.919683257918552,0.8778785764131194,0.8904347826086956,0.0,200.0
0.9463647199046483,0.8205128205128205,0.8560053085600531,0.8802776171197224,0.8811748998664888,0.8713007570543703,0.9332572732458643,0.9002849002849003,0.8459343794579173,0.8474191718661372,0.0,500.0
0.9317365269461079,0.756316218418908,0.7988865692414753,0.847045191193511,0.8344733242134064,0.8203636363636364,0.9080459770114944,0.8781869688385269,0.8116788321167883,0.8051082731815657,0.0,1000.0
0.92,0.6705118961788032,0.7286135693215339,0.7829099307159353,0.778009742519137,0.6797385620915033,0.8676814988290398,0.8480364257256687,0.745839636913767,0.7565217391304347,0.0,2000.0
0.8874921433060968,0.5271800679501698,0.6090468497576736,0.6266094420600857,0.6883586406362978,0.41247484909456744,0.7782581840642373,0.8119158878504672,0.5963756177924218,0.6680805938494168,0.0,5000.0
0.8388814913448736,0.39974237870330614,0.4418181818181818,0.431095406360424,0.5987748851454824,0.10169491525423731,0.6437886067261497,0.7370977534911961,0.40888066604995377,0.5530973451327434,0.0,10000.0
0.6817120622568092,0.2703488372093023,0.1533477321814255,0.15625,0.3079922027290449,0.002594033722438392,0.3809523809523809,0.4609218436873748,0.15102974828375285,0.2403697996918336,0.0,20000.0
