0,1,2,3,4,5,6,7,8,9,alpha,k
0.9798578199052133,0.9756871035940803,0.9797377830750894,0.9529276693455798,0.96375,0.9696169088507266,0.9735327963176065,0.9673790776152981,0.967654986522911,0.9430604982206405,0.0,1.0
0.929510155316607,0.6093237032173342,0.9828767123287672,0.8549707602339182,0.9241274658573596,0.9308072487644151,0.8936651583710408,0.8786848072562359,0.9328859060402684,0.7440904419321686,0.0,1001.0
0.9290085679314566,0.5046120455778622,0.9821073558648111,0.7874564459930313,0.8801261829652997,0.9142857142857143,0.8686987104337632,0.8533791523482245,0.8996350364963503,0.6870681145113524,0.0,2001.0
0.9249061326658323,0.44123222748815166,0.9864864864864865,0.7365269461077845,0.8555008210180624,0.9176136363636364,0.8389021479713604,0.8406976744186047,0.8732673267326733,0.6412213740458015,0.0,3001.0
0.9243589743589744,0.3954970263381478,0.9878345498783455,0.6982543640897756,0.8417508417508418,0.920863309352518,0.8383458646616542,0.8368544600938967,0.8389830508474576,0.615675165250236,0.0,4001.0
0.9313984168865436,0.35793925413302574,0.9792207792207792,0.6723684210526316,0.8192771084337349,0.9111111111111111,0.8256880733944955,0.8393719806763285,0.8231292517006803,0.5954631379962193,0.0,5001.0
0.9338731443994602,0.33002481389578164,0.9775280898876404,0.6509695290858726,0.8042328042328042,0.9132947976878613,0.8183060109289617,0.8288834951456311,0.7946210268948656,0.5744075829383887,0.0,6001.0
0.933240611961057,0.30434782608695654,0.9814814814814815,0.6185567010309279,0.7992766726943942,0.9,0.8034433285509326,0.8208588957055215,0.78125,0.5605769230769231,0.0,7001.0
0.9359886201991465,0.2845354523227384,0.9826388888888888,0.5959119496855346,0.7850467289719626,0.8723404255319149,0.7922272047832586,0.8051470588235294,0.7560975609756098,0.5422396856581533,0.0,8001.0
0.9375,0.26607602172049155,0.9847328244274809,0.5788590604026845,0.7754318618042226,0.7971014492753623,0.7880690737833596,0.8065739570164349,0.7371601208459214,0.5268389662027833,0.0,9001.0
0.9417040358744395,0.24979876576334853,0.9838056680161943,0.5588235294117647,0.7757936507936508,0.7321428571428571,0.7803660565723793,0.7945026178010471,0.7198697068403909,0.509683995922528,0.0,10001.0
0.9487577639751553,0.23641442356526154,0.9819004524886877,0.5283757338551859,0.7671517671517671,0.6590909090909091,0.7699115044247787,0.7900403768506057,0.7070707070707071,0.49476987447698745,0.0,11001.0
0.9565916398713826,0.224283305227656,0.9800995024875622,0.510593220338983,0.7623126338329764,0.5757575757575758,0.758364312267658,0.7790055248618785,0.6788321167883211,0.485838779956427,0.0,12001.0
0.9547738693467337,0.21250855968956858,0.9783783783783784,0.49534883720930234,0.7562642369020501,0.5,0.7504835589941973,0.7716312056737589,0.6640625,0.476905311778291,0.0,13001.0
0.9568221070811744,0.20292066259808195,0.975609756097561,0.49,0.7523809523809524,0.38461538461538464,0.733739837398374,0.7489114658925979,0.6460176991150443,0.46562123039806996,0.0,14001.0
0.9605026929982047,0.19266625233064014,0.9787234042553191,0.4692737430167598,0.7531806615776081,0.4,0.7251082251082251,0.7227138643067846,0.6507177033492823,0.4588235294117647,0.0,15001.0
0.960820895522388,0.18459706232631998,0.9770992366412213,0.45592705167173253,0.7513661202185792,0.2857142857142857,0.7336448598130841,0.7031484257871065,0.6724137931034483,0.4419889502762431,0.0,16001.0
0.9686888454011742,0.17650408047067756,0.9734513274336283,0.4326923076923077,0.7492447129909365,0.3333333333333333,0.7263427109974424,0.6868217054263566,0.6845637583892618,0.42050520059435365,0.0,17001.0
0.9669421487603306,0.16850878782388115,0.9690721649484536,0.40875912408759124,0.7288135593220338,0.3333333333333333,0.7308781869688386,0.651017214397496,0.6642335766423357,0.39429530201342283,0.0,18001.0
